pid,33451,45790,250524,251704,251717,251751,251755,251779,251783,251789,251793,251806,251813,251824,251832,251843,251851,251860,251863,251870,251872,251875,254358,254487,267533,284258,312911,314359,314361,314364,314373,314374,314376,314390,314422,314458,314459,314831,322398,322420,322427,339427,351480,351484,356819,358821,359058,359067,359412,359413,359427,360525,360636,370985,371183,371383,371706,372221,372735,372791,372794,373004,373220,373253,373404,373464,373551,373793,375208,375287,375763,377142,377210,377302,377536,377540,377692,379220,382621,382762,382763,402484,420502,427958,437804,479601,479605,479965,479977,479978,480328,480361,481085,683465,755664,765748,800980,997940,1014598,1042387,1056996,1063269,1111093,1192707,1221973,1236576,1269598,1271549,1316321
33451,1.0,0.0,0.052288380308842315,0.1042614976107388,0.24578293196779602,0.09546194532657885,0.0,0.0,0.048300483325258964,0.04198695693541382,0.0,0.0,0.11657973943582098,0.0,0.06388756108867548,0.0,0.0,0.03228000234436645,0.0,0.0,0.16663920606156826,0.0,0.0,0.0,0.18621490170854726,0.06649160958204972,0.0,0.0,0.06018266697615062,0.0,0.0,0.1296207313168241,0.0,0.0,0.0,0.0,0.0,0.273667851532924,0.0,0.05020258931610292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1630206422805166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022735900285441157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45790,0.0,1.0000000000000002,0.0,0.003208831567639007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042803939695560414,0.12563140688059476,0.02864779480472996,0.0,0.0,0.0,0.0,0.0,0.0,0.08906710826515234,0.0,0.0,0.0,0.0,0.0,0.11591701619311168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014816638259692386,0.0,0.00681727199738777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07141336228612775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03653037244949041,0.0,0.0,0.0,0.09948784372556092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03929645980971377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250524,0.052288380308842315,0.0,0.9999999999999999,0.022959855060816593,0.11822080690505239,0.03489378767537823,0.0,0.0,0.762708704932249,0.009246121221862797,0.0,0.0,0.026226895298014568,0.0,0.014068943727065467,0.0,0.0,0.04467627107170692,0.0,0.0,0.06091090072398746,0.010507712884493347,0.0,0.0,0.05663653365124713,0.02430438746049945,0.02151447038992029,0.0,0.02440702441532295,0.0,0.0,0.028544316666374067,0.02402990246769402,0.06190317022589466,0.0,0.0,0.0,0.10003261375303264,0.0,0.5158187675760965,0.0,0.0,0.06684173795870274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005707361291790661,0.0,0.0,0.0,0.02640491651037328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04204861719341971,0.0,0.0,0.0,0.0,0.0111803013729609,0.0,0.0,0.0,0.0,0.0,0.01733762473998312,0.0,0.016325688101947646,0.0,0.0,0.0,0.0,0.0,0.0024258186050526978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251704,0.1042614976107388,0.003208831567639007,0.022959855060816593,0.9999999999999999,0.21633378260037636,0.0,0.0,0.0,0.0,0.084582743804057,0.0,0.0,0.0,0.0,0.12870152081137526,0.1696486029851703,0.0,0.0,0.2601102936786145,0.0,0.0,0.0,0.0,0.0,0.15845482525668486,0.0,0.0,0.0,0.12123800994006137,0.0,0.0,0.2611210220719318,0.0,0.280734896271024,0.0,0.0,0.0,0.0,0.007349825569533959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039384062363470855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251717,0.24578293196779602,0.0,0.11822080690505239,0.21633378260037636,0.9999999999999998,0.11809695814880476,0.0,0.0,0.05975302659416876,0.08711938176477546,0.0,0.0,0.08504846511669713,0.0,0.15791786627848747,0.0,0.0,0.10597121285632057,0.0,0.0,0.206151082265069,0.0,0.0,0.0,0.3643418183546712,0.08225745669852469,0.0,0.0,0.12487393997099483,0.0,0.0,0.26895204607446,0.0,0.0,0.0,0.0,0.0,0.3385573245819722,0.0,0.06210614155350477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018982787733876245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034903980393008995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251751,0.09546194532657885,0.0,0.03489378767537823,0.0,0.11809695814880476,1.0000000000000002,0.0,0.0,0.041216484689362946,0.0,0.0,0.0,0.058664790055643054,0.0,0.0,0.0,0.0,0.027545650287590498,0.0,0.0,0.14219903844507545,0.0,0.0,0.0,0.09178279225621745,0.08306248378603147,0.07272413050448104,0.0,0.0,0.0,0.0,0.0495377272761925,0.0,0.0,0.0,0.08445598048515487,0.0,0.2335303093494901,0.03857937331216859,0.04283961798020865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08686541036989966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01621645206684604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03735423351429747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045444260056888494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16840829020640394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07227790289108273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08089529977796714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13808679952045472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251783,0.048300483325258964,0.0,0.762708704932249,0.0,0.05975302659416876,0.041216484689362946,0.0,0.0,0.9999999999999998,0.03835559914850595,0.0,0.0420796064066893,0.07092507109412513,0.0,0.06081100393700262,0.0,0.0,0.02891970871372887,0.01276464062012191,0.0,0.0719478558894602,0.0,0.0,0.0,0.04643895755267879,0.02870830254856138,0.0,0.08648971598851195,0.0,0.0,0.0,0.0,0.0,0.05836749161675087,0.0,0.0,0.0,0.11815835906223776,0.0,0.5626080794317786,0.0,0.0,0.0,0.02083223496123871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06801684386374462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
