pid,19064,22794,183186,216401,231062,245562,251810,254192,254195,254228,254243,254248,254250,254252,254254,254283,254288,254294,254299,254311,254316,254321,254345,254347,254349,254356,254364,254367,254376,254383,254396,254399,254408,254410,254418,254420,254422,254426,254428,254445,254448,254451,254453,254464,254470,254475,254477,254482,254490,254496,254497,254499,254619,254629,254634,254639,254643,254646,254650,254657,254834,254837,254841,267430,314356,314409,314425,314468,315163,322395,322401,322438,322465,324137,342665,344800,345572,349614,349622,352958,355562,358811,359087,359088,359430,366303,366715,367266,367280,367331,368014,368425,369755,369970,371533,371817,372925,372945,372997,373261,373308,373309,373460,373504,373505,375293,377535,379219,379277,379278,382567,382760,382988,402328,402417,415412,416912,420674,421692,436680,439598,449523,451824,466859,466860,466993,479556,479599,479941,480375,480416,481315,481657,548608,560918,588027,596486,692658,709390,744415,773747,789712,797368,829222,834692,839144,856636,858586,864287,865107,865755,869942,970815,991950,996507,997920,998075,998188,998259,1074820,1085882,1136052,1206667,1218904,1269515,1293414,1416117
19064,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1624502430635319,0.06065736111190828,0.10353640478567522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09108373508171969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050121602956049886,0.0,0.0,0.0,0.026806281063856227,0.0,0.0,0.0072807040595012215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2542505202541081,0.0,0.26684815171096005,0.0,0.0,0.0,0.0,0.0,0.06422059585348411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025083730074790374,0.0,0.0,0.0,0.0,0.2657023619779165,0.1834010717609857,0.0,0.0,0.0,0.016900035703679175,0.0,0.0,0.0,0.0,0.0,0.025558538609712772,0.0,0.0,0.0,0.0,0.0,0.017812578309625415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23480052580256414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045961160881687155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06579120713762535
22794,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.09266734813446463,0.0,0.0,0.0,0.0,0.0,0.14169197680045392,0.0,0.0,0.0,0.0,0.0,0.0,0.06841602765892968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0348576721214561,0.0,0.0,0.0,0.0,0.11329017356073288,0.0,0.0643792010897895,0.09095803222426066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029631560495367634,0.1694104284355715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183186,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050623376402174784,0.0,0.10895870673181188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04327659444887954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12816499724811356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027735524732511126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03807467345335019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11261074984520753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04778183066677496,0.0,0.11355531511353072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028168330115323874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231062,0.0,0.0,0.0,0.0,0.9999999999999999,0.06265815822379656,0.0,0.0,0.0,0.0,0.0,0.09386645587824491,0.0,0.032771285111310604,0.0,0.0,0.0,0.08949444556513496,0.0,0.007771988086627567,0.07105074973105019,0.0,0.0,0.0,0.0,0.13980033793602933,0.027753392951568794,0.0,0.0,0.0,0.0,0.0016255208934949103,0.0,0.0,0.031119683859938078,0.0,0.025660221086402462,0.0,0.0,0.0,0.08527494774398173,0.0,0.0,0.06712063143184224,0.09941009186981285,0.0,0.0036635254216004554,0.0,0.0,0.0,0.0,0.0,0.10422814968561635,0.0,0.009445216637640794,0.07397501852438887,0.0,0.0,0.05145177281373386,0.04659784314363725,0.09222645077409108,0.0,0.0729368665678079,0.0,0.0,0.0,0.0,0.0,0.07092250234790211,0.0,0.0,0.0,0.022528327520935282,0.06351981759838747,0.0,0.0,0.0,0.07955647038274613,0.044980155843771734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00929133228517812,0.0,0.0,0.04221633053822978,0.0,0.0,0.0,0.0,0.0,0.0,0.020039792053892596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03943398452803486,0.0,0.0,0.0074430921484158405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245562,0.0,0.0,0.0,0.0,0.06265815822379656,1.0000000000000002,0.0,0.18147919053101302,0.0,0.0,0.0,0.006556080442906558,0.0,0.0,0.0,0.0,0.0,0.1117864030759952,0.0,0.0,0.004400655355911865,0.0,0.0,0.0,0.0,0.0,0.0,0.009167338859897897,0.0,0.0,0.0,0.0,0.0,0.0,0.03887121152153186,0.0,0.02617925879279863,0.0,0.0,0.0,0.0,0.0,0.0,0.08383954906446507,0.12417191401552045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015515276785500503,0.0,0.0,0.0,0.0,0.0,0.032732062738029664,0.029569325452676407,0.0,0.0,0.007970169290612646,0.0,0.0,0.008568343760307073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07934181712091964,0.0,0.0,0.0,0.0,0.056184155338594687,0.0,0.0,0.0,0.023813633228655907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026788974186096624,0.0,0.0,0.0,0.0,0.019860095332647716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03732362570150824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251810,0.0,0.09266734813446463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10831108081779633,0.0,0.0,0.0,0.0,0.0,0.0,0.07107161582835654,0.0,0.2426053008340362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02664563109020851,0.0,0.0,0.0,0.0,0.08660039489518509,0.0,0.04921224906080225,0.06952943280016444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022650727416211075,0.13955759492757056,0.0,0.0,0.0,0.0,0.0,0.0,0.25438390800766636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03428012070628033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254192,0.0,0.0,0.0,0.0,0.0,0.18147919053101302,0.0,0.9999999999999998,0.0,0.06476482575907198,0.0,0.0,0.0,0.0,0.0,0.0,0.040880411779639934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025318243723157642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02559287054101226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03078695191342067,0.0,0.0,0.0,0.09387302678102842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0946743447931433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06757202128903589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012460498129619458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1552688768910734,0.0,0.0,0.0,0.0,0.0,0.48685543374783874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014590549710779853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
